model,approach,mode,approach_type,feature_approach,classifier,best_params,test_roc_auc,cv_roc_auc,overfitting_gap,feature_dim,convergence_ok,cv_stability,test_vs_cv_gap,fold_variance,problematic_folds_count,strategy
point_m2ae_encoder,feat_mean_v1,PCA_32,mean_v1,feat_mean_v1,logistic,"{'C': 0.1, 'l1_ratio': 0.9}",0.5717239251215555,0.5990496617970441,0.07870457134653819,32,False,0.037549999321300265,-0.027325736675488654,0.00141000244902965,1,point_m2ae_preprocessing_v1
point_m2ae_encoder,feat_mean_v1,PCA_256,mean_v1,feat_mean_v1,logistic,"{'C': 0.1, 'l1_ratio': 0.8}",0.5658447972529155,0.6089953122415203,0.08692133738129415,256,False,0.03958341582175703,-0.04315051498860478,0.0015668468081181247,1,point_m2ae_preprocessing_v1
point_m2ae_encoder,feat_mean_v1,raw_features,mean_v1,feat_mean_v1,logistic,"{'C': 0.1, 'l1_ratio': 0.0}",0.5976403041777993,0.5951596351035555,0.3061122908309931,384,False,0.02654157273209681,0.002480669074243824,0.0007044550830931849,0,point_m2ae_preprocessing_v1
