mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_l1_ratio,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.2617213249206543,0.011587291031154115,0.009358644485473633,0.0007920797423153628,0.001,0.0,"{'C': 0.001, 'l1_ratio': 0.0}",0.5019048415654105,0.6158798981641228,0.5571538919135207,0.66566284531731,0.5405739802500553,0.576235091442084,0.05784432026884509,52,0.7214190946059923,0.7264695121814655,0.7103510710099175,0.7187039519810858,0.7421052351226813,0.7238097729802285,0.010532991574234768
14.734309339523316,0.2542127162997298,0.00799574851989746,0.0006872401311914247,0.001,0.1,"{'C': 0.001, 'l1_ratio': 0.1}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,59,0.5,0.5,0.5,0.5,0.5,0.5,0.0
7.406441497802734,0.11610008345717583,0.012125587463378907,0.002616523171161595,0.001,0.2,"{'C': 0.001, 'l1_ratio': 0.2}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,59,0.5,0.5,0.5,0.5,0.5,0.5,0.0
4.417645883560181,0.40366586308898006,0.009345006942749024,0.0023652111713449216,0.001,0.3,"{'C': 0.001, 'l1_ratio': 0.3}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,59,0.5,0.5,0.5,0.5,0.5,0.5,0.0
3.0294800281524656,0.31792525349085765,0.007456541061401367,0.000539960110733798,0.001,0.4,"{'C': 0.001, 'l1_ratio': 0.4}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,59,0.5,0.5,0.5,0.5,0.5,0.5,0.0
2.016135835647583,0.2278747100768947,0.008014297485351563,0.0011786601816324415,0.001,0.5,"{'C': 0.001, 'l1_ratio': 0.5}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,59,0.5,0.5,0.5,0.5,0.5,0.5,0.0
1.5491679191589356,0.1420412284981442,0.007573223114013672,0.0009373913022422966,0.001,0.6,"{'C': 0.001, 'l1_ratio': 0.6}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,59,0.5,0.5,0.5,0.5,0.5,0.5,0.0
1.2012052536010742,0.11809723358838915,0.007378673553466797,0.0006824026983419896,0.001,0.7,"{'C': 0.001, 'l1_ratio': 0.7}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,59,0.5,0.5,0.5,0.5,0.5,0.5,0.0
0.9697036266326904,0.09153265174497532,0.00785360336303711,0.0004084638866458989,0.001,0.8,"{'C': 0.001, 'l1_ratio': 0.8}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,59,0.5,0.5,0.5,0.5,0.5,0.5,0.0
0.7353794574737549,0.09046329585158067,0.007385063171386719,0.0011370119135469263,0.001,0.9,"{'C': 0.001, 'l1_ratio': 0.9}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,59,0.5,0.5,0.5,0.5,0.5,0.5,0.0
0.6480673313140869,0.011035756336123798,0.008268785476684571,0.0005862192543492847,0.001,1.0,"{'C': 0.001, 'l1_ratio': 1.0}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,59,0.5,0.5,0.5,0.5,0.5,0.5,0.0
1.0775168895721436,0.06707463676396133,0.008217906951904297,0.0004987912374781867,0.01,0.0,"{'C': 0.01, 'l1_ratio': 0.0}",0.5455715918757581,0.6174063718553806,0.5824751111823074,0.6597850925202042,0.5398878291187109,0.5890251993104723,0.04507339402577911,14,0.7818852699137697,0.7874330602563139,0.783075125367862,0.7867644262932857,0.8009410545833522,0.7880197872829168,0.0067964889946779995
2.2563772678375242,1.3466988600291139,0.008084726333618165,0.0004667631145204398,0.01,0.1,"{'C': 0.01, 'l1_ratio': 0.1}",0.43166045649359897,0.5795374689855699,0.48834454449801046,0.6343652870904887,0.5512983326963423,0.5370412179528021,0.07065074946163243,57,0.6236316549219741,0.5846501064515686,0.595344325607202,0.5708084403434395,0.5932348337204583,0.5935338722089285,0.01734710487240589
73.19350118637085,50.698606149731006,0.008413028717041016,0.000745723578192106,0.01,0.2,"{'C': 0.01, 'l1_ratio': 0.2}",0.47368031488143425,0.5,0.46231792792874854,0.5,0.5,0.48719964856203657,0.016083652543166783,77,0.5864840452247547,0.5,0.566977492618493,0.5,0.5,0.5306923075686495,0.03809300690797404
43.30409731864929,9.787477033035756,0.008238077163696289,0.0008346142090552233,0.01,0.3,"{'C': 0.01, 'l1_ratio': 0.3}",0.5,0.5,0.4610616646898876,0.5,0.5,0.4922123329379775,0.015575334124044972,76,0.5,0.5,0.5644547362833224,0.5,0.5,0.5128909472566645,0.025781894513328973
34.500622272491455,7.301757268970691,0.00835561752319336,0.0003426348231335464,0.01,0.4,"{'C': 0.01, 'l1_ratio': 0.4}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,59,0.5,0.5,0.5,0.5,0.5,0.5,0.0
23.80294485092163,3.5627597220304144,0.008194589614868164,0.0010057648872539042,0.01,0.5,"{'C': 0.01, 'l1_ratio': 0.5}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,59,0.5,0.5,0.5,0.5,0.5,0.5,0.0
18.8771071434021,1.783340019120029,0.008233642578125,0.0004376151710412651,0.01,0.6,"{'C': 0.01, 'l1_ratio': 0.6}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,59,0.5,0.5,0.5,0.5,0.5,0.5,0.0
